Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Crecimiento de la población urbana (% anual),SP.URB.GROW,,AFE,5.07664273327116,3.64165068206468,4.18700792549491,4.11760699890084,4.1158174822048,4.11460755594943,4.10224752760224,4.08554218630573,4.06719288593223,4.04698654026213,4.02268258381071,3.9964003100165
Crecimiento de la población urbana (% anual),SP.URB.GROW,,AFW,4.85838853142748,4.08795674905325,4.35234105406772,4.31110081793129,4.26170261970351,4.22409710741248,4.19072623014279,4.15363738929804,4.11644859683753,4.07403292457442,4.02671808314889,3.97727243932519
Crecimiento de la población urbana (% anual),SP.URB.GROW,El mundo árabe,ARB,4.82284887006143,2.63407550268336,2.96578539671806,2.83222334444932,2.76475409111796,2.67947210388837,2.69566788518063,2.57605973907636,2.47367924701341,2.41402964665221,2.38547134479752,2.38393807615734
Crecimiento de la población urbana (% anual),SP.URB.GROW,Estados pequeos del Caribe,CSS,1.13703344879453,0.972862342169023,0.749788163304771,0.839008712109774,0.862786761777429,0.880269183724664,0.8872490136864,0.894659769456197,0.900183944287619,0.906106207227907,0.912195751172717,0.917626642813119
Crecimiento de la población urbana (% anual),SP.URB.GROW,Europa Central y del Báltico,CEB,0.288136104005659,-0.608882078841546,-0.176025341942761,-0.200470172952834,-0.18903402133499,-0.182707557090694,-0.186829793770741,-0.184969578343981,-0.144190639107919,-0.0596286922040008,0.0309234110733172,0.0510528219263193
Crecimiento de la población urbana (% anual),SP.URB.GROW,inicial del dividendo demográfico,EAR,3.6782455188948,2.70261809903398,2.41101523793472,2.36480298410898,2.33919140462456,2.31539568481449,2.30590294608575,2.27223320628498,2.24169068692188,2.22327426265888,2.21081846067254,2.20125746163451
Crecimiento de la población urbana (% anual),SP.URB.GROW,Asia oriental y el Pacífico,EAS,3.48424497415569,2.94034111869679,2.51530317351379,2.50401522179004,2.45056749013564,2.39888086844122,2.33018264375487,2.28099014267865,2.24506268708662,2.09874607041449,1.95717342972186,1.78820108593303
Crecimiento de la población urbana (% anual),SP.URB.GROW,Asia oriental y el Pacífico (excluido altos ingresos),EAP,4.25859411289977,3.5802848618679,2.9675400274178,2.96177075087411,2.89544315193294,2.81662718632188,2.72290292638291,2.66037821995413,2.62093008115647,2.43673505454345,2.26954760630802,2.09577886164132
Crecimiento de la población urbana (% anual),SP.URB.GROW,Asia oriental y el Pacífico (BIRF y la AIF),TEA,4.32778341208584,3.63570024439936,3.00241975024538,2.99565454020897,2.92755797447688,2.84698116396653,2.75148182001136,2.68733105087775,2.64667300327291,2.45929839062021,2.28935152956976,2.11292407878463
Crecimiento de la población urbana (% anual),SP.URB.GROW,Zona del Euro,EMU,0.667667328085301,0.588329431863841,0.0836017328722676,0.505407411484128,0.612199472844395,0.606900856438813,0.581397074984238,0.573372912606018,0.500715727190908,0.513951298541528,0.398072438339895,0.494370980695578
Crecimiento de la población urbana (% anual),SP.URB.GROW,Europa y Asia central,ECS,0.698906249482235,0.30662293437959,0.499262541327639,0.652723313553153,0.720266066312618,0.727556291599953,0.732045909697916,0.723678886158723,0.672946969872527,0.644913401534936,0.582394525358637,0.570927981524051
Crecimiento de la población urbana (% anual),SP.URB.GROW,Europa y Asia central (excluido altos ingresos),ECA,0.918858200828552,0.177846739205094,0.807126656398211,0.796108090312615,0.856475337340484,0.859901285012427,0.881148669034033,0.863543859361585,0.823037278467311,0.762266677300687,0.730797661223946,0.629562030962163
Crecimiento de la población urbana (% anual),SP.URB.GROW,Europa y Asia central (BIRF y la AIF),TEC,0.879035837724501,0.0720630719051485,0.724103361736354,0.709117384248302,0.760729654977638,0.762699913410003,0.780696137086196,0.771851530693695,0.739567538369016,0.689530924552969,0.665465962344982,0.576348841685402
Crecimiento de la población urbana (% anual),SP.URB.GROW,Unión Europea,EUU,0.581276315303029,0.340648980208698,0.0898638015510898,0.405696356219011,0.492625062243988,0.493489926583919,0.476777055387927,0.479308711968457,0.430422338316831,0.44530966280503,0.359236704556338,0.42893192170186
Crecimiento de la población urbana (% anual),SP.URB.GROW,Frágiles y situaciones de conflicto afectados,FCS,5.16624602346678,3.33968335643968,3.55249201106392,3.52247120514431,3.50121034272971,3.44345384081144,3.45655990266387,3.34820814043741,3.26791150611487,3.26046954507379,3.32635662797863,3.43548322732323
Crecimiento de la población urbana (% anual),SP.URB.GROW,Países pobres muy endeudados (PPME),HPC,4.83074818129008,3.85867274139184,4.2440354604867,4.17950347410034,4.16744805357973,4.16291432948326,4.15759667344804,4.14955998433125,4.13990604813554,4.12521916101684,4.10158605081944,4.07208478871519
Crecimiento de la población urbana (% anual),SP.URB.GROW,Ingreso alto,HIC,1.12450562197992,0.910280453978402,0.730799541727791,0.805862061226122,0.800959864884149,0.811792403601274,0.799197555575986,0.796158307631927,0.729659913070719,0.694768915068479,0.636568604146717,0.567570387794404
Crecimiento de la población urbana (% anual),SP.URB.GROW,Sólo BIRF,IBD,2.98582453677216,2.45705009313167,2.29009051683502,2.29923256962759,2.27571519708813,2.23367883146923,2.17908997808863,2.1361619145287,2.10346228316072,2.00435206548239,1.91601701533615,1.81938507076723
Crecimiento de la población urbana (% anual),SP.URB.GROW,BIRF y la AIF,IBT,3.20512033723963,2.63597701698998,2.52930840197887,2.51782083262376,2.49694753184654,2.4658303825438,2.43696368489117,2.40575173982013,2.38210302260305,2.30664713514189,2.24081827141345,2.16791420556758
